2.955845770917908677e-01,6.458281637510221440e-01,4.492148690171861580e-01,2.184918340818799098e+00
1.978522991485744120e-01,7.808748137937207012e-01,3.552392933902961403e-01,3.946756328605177000e+00
3.032296091875242294e-01,8.126148783603783787e-01,4.362395326709556098e-01,2.679866522724165812e+00
2.444380052591656471e-01,7.568434789637341620e-01,3.931711844308051762e-01,3.096259430530412526e+00
3.007125088731555929e-01,7.475306316723961952e-01,4.572568280459408663e-01,2.485864769887953685e+00
2.794117647058823595e-01,7.960405489392832212e-01,4.061135840546279963e-01,2.848987227782697751e+00
3.284373998370853642e-01,7.900495125537008168e-01,4.816413401985010778e-01,2.405479744223979033e+00
3.088235294117647189e-01,7.805206476618340439e-01,4.364497315492421592e-01,2.527400192428795656e+00
2.947236639984320838e-01,8.232168307397651486e-01,3.990371387814152793e-01,2.793181991467589054e+00
2.268564765070888167e-01,7.770332800700906484e-01,3.206920557578058495e-01,3.425219733789746535e+00
3.093568272623750115e-01,7.808999315334530511e-01,4.280334771681249539e-01,2.524269266800916345e+00
2.065703882322480478e-01,7.967709722181091081e-01,3.580215193692317666e-01,3.857140314430235861e+00
2.348880878058813848e-01,7.805206476618340439e-01,3.687007665701143022e-01,3.322946918904120306e+00
3.382352941176470784e-01,7.515394135543878029e-01,4.590607622493234619e-01,2.221942613986885640e+00
3.037859942594074436e-01,7.673779647305749574e-01,4.549250045103727658e-01,2.526047873277855516e+00
2.722197876876774059e-01,7.637227649159346043e-01,4.383667883893357931e-01,2.805537288098127746e+00
2.999999999999999889e-01,7.608492848849361945e-01,4.570790761581706718e-01,2.536164282949787463e+00
2.794117647058823595e-01,7.762998837008557862e-01,4.155293942391307671e-01,2.778336425876747118e+00
2.578288586011742711e-01,7.354519199392468565e-01,4.403999988812341004e-01,2.852480998168206217e+00
3.088235294117647189e-01,7.550710729075621463e-01,4.372095346745798472e-01,2.444992045605439035e+00
2.352941176470588203e-01,7.754592745971650158e-01,3.710676429118711095e-01,3.295701917037951567e+00
2.864267945874413024e-01,7.325136919874790653e-01,4.260034069814896407e-01,2.557420275720241332e+00
2.855977389887698892e-01,7.662542382629636828e-01,3.900608394248103461e-01,2.682984259525576398e+00
3.577021779649388611e-01,7.949969291457769094e-01,5.014797587779107335e-01,2.222510731326049260e+00
3.141575128876468725e-01,7.454988220485246897e-01,4.478853611519100775e-01,2.373009689299200975e+00
2.999999999999999889e-01,7.803757176359514824e-01,4.570790761581706718e-01,2.601252392119838497e+00
2.794117647058823595e-01,7.960405489392832212e-01,4.162317174479032711e-01,2.848987227782697751e+00
2.922966807942675160e-01,7.579623601286571422e-01,3.957784515177650286e-01,2.593126812350454280e+00
2.999999999999999889e-01,6.927659905706561316e-01,4.570790761581706718e-01,2.309219968568853698e+00
2.645914644170346275e-01,7.797257661280352359e-01,4.182514508725914126e-01,2.946904458335337651e+00
2.941176470588235392e-01,7.953480524087654935e-01,4.079782243477214632e-01,2.704183378189802589e+00
1.839885433403730675e-01,6.188470967254958710e-01,3.594594543241492191e-01,3.363508865770234557e+00
2.645914644170346275e-01,7.496187161241957275e-01,4.182514508725914126e-01,2.833117529984594096e+00
2.929893977542799011e-01,7.191103261229144783e-01,4.343613156156804767e-01,2.454390266797324305e+00
3.005253761355540232e-01,7.596436069438909922e-01,4.192318479943935028e-01,2.527718679574161964e+00
2.906591794880898916e-01,7.385968398448464756e-01,4.679025940787200355e-01,2.541109629311092633e+00
3.194444444444444198e-01,7.401279192146722474e-01,4.560958718657288080e-01,2.316922181889408794e+00
3.327576263741466311e-01,5.982573933065962191e-01,4.828936198915338429e-01,1.797877331394131417e+00
2.780417485331798666e-01,7.583438034507054004e-01,4.165698930234194020e-01,2.727445815066902313e+00
2.998776259382083809e-01,7.337256110722999436e-01,4.202807645365619904e-01,2.446750099400508915e+00
3.050851079238759977e-01,7.939557039139050199e-01,4.620784360572946503e-01,2.602407273553354550e+00
3.148052630849925149e-01,7.407971974871921939e-01,4.483014676855475167e-01,2.353191907363977098e+00
2.701716134791495860e-01,7.360638157309475904e-01,4.187028910075951127e-01,2.724430617459199233e+00
2.427580781404544141e-01,7.103194591604052865e-01,3.721620057494621769e-01,2.926038402517877390e+00
3.285714285714285698e-01,7.407971974871921939e-01,4.768073226377723128e-01,2.254600166265367633e+00
2.428571428571428548e-01,7.823758177985614681e-01,3.764895935931870108e-01,3.221547485052900228e+00
3.148052630849925149e-01,6.825091647270438155e-01,4.483014676855475167e-01,2.168036067881041085e+00
3.193212732640627882e-01,6.816318106544636546e-01,4.549269069775516705e-01,2.134626997089505096e+00
3.141575128876468725e-01,6.906826614481633708e-01,4.904038045395344159e-01,2.198523457547151949e+00
3.006480145312465657e-01,7.797257661280352359e-01,4.621470297777896530e-01,2.593483836385015451e+00
2.915542060237095168e-01,8.185115588081678384e-01,4.304246787269163099e-01,2.807407822961077493e+00
2.713178520393313975e-01,6.846029109892610709e-01,3.996747556022208214e-01,2.523250519062852248e+00
2.637871387833562453e-01,7.139495534477600103e-01,3.808336877219426486e-01,2.706536629271051098e+00
2.348880878058813848e-01,8.662398461311162645e-01,3.631683023160990342e-01,3.687883256331853765e+00
2.777777777777777901e-01,8.213497334359977087e-01,3.677056875130743641e-01,2.956859040369591796e+00
2.999999999999999889e-01,7.472240555613395285e-01,4.170507560222629917e-01,2.490746851871131984e+00
2.855977389887698892e-01,7.417467261617294305e-01,4.312526444659928737e-01,2.597172963581815708e+00
2.947236639984320838e-01,7.371582094470404689e-01,4.946659433280869989e-01,2.501184327875898283e+00
2.498919386160882439e-01,7.116096422577418146e-01,3.922444278200113432e-01,2.847669461442674077e+00
2.855977389887698892e-01,7.861650943380503742e-01,3.900608394248103461e-01,2.752700694065941089e+00
3.193212732640627882e-01,8.295060023571427799e-01,4.231448221120631126e-01,2.597716067827346542e+00
3.201584699833253111e-01,8.227658839134638358e-01,4.142334175244856143e-01,2.569870739188363729e+00
2.855977389887698892e-01,7.314871218700053079e-01,4.276245050850133178e-01,2.561249694973140034e+00
2.498919386160882439e-01,7.269123641848139750e-01,4.287177797618318964e-01,2.908906818725263133e+00
2.650621806059891838e-01,8.232263809408786326e-01,4.091409941543441287e-01,3.105785891668158882e+00
2.792909902179809833e-01,7.693047801096307703e-01,4.506185430859906416e-01,2.754491935129034896e+00
2.500000000000000000e-01,7.317904354248628840e-01,3.994653294993120718e-01,2.927161741699451536e+00
3.243029660565925898e-01,8.203886534211185522e-01,4.621382143054528768e-01,2.529698273798570263e+00
2.441394852960595274e-01,8.625764637427001391e-01,3.613190563166412961e-01,3.533129688942710178e+00
2.582963601780680074e-01,7.618588809114142935e-01,3.662848140348385906e-01,2.949553297561735565e+00
2.645816058489012246e-01,8.092097477656934323e-01,3.758749872786850688e-01,3.058450511589311027e+00
2.284781911910159224e-01,7.849888250347883956e-01,3.469037481461498262e-01,3.435727589328251064e+00
2.362096727690963238e-01,6.870019282975384778e-01,3.590926475343597657e-01,2.908441133014515678e+00
2.571428571428571175e-01,8.234559940221879426e-01,3.670281383335914915e-01,3.202328865641842270e+00
2.855977389887698892e-01,8.300749304995920230e-01,4.297222715660622416e-01,2.906447836172231458e+00
2.645914644170346275e-01,8.023507686991840915e-01,3.903366785882419476e-01,3.032413651237678032e+00
2.727272727272727071e-01,7.993622230066463885e-01,4.139779215353871500e-01,2.930994817691036758e+00
2.801452297223660515e-01,8.300749304995920230e-01,4.178239920960777898e-01,2.963016472999472573e+00
2.578288586011742711e-01,8.194199579164831437e-01,4.142971502763758140e-01,3.178154541590757276e+00
2.916666666666666852e-01,8.285839480604302310e-01,3.979127713603206606e-01,2.840859250492903332e+00
2.351924128151418880e-01,8.055268360120156901e-01,3.723407192196742654e-01,3.424969480818877976e+00
2.222222222222222099e-01,8.111014827081133305e-01,3.332906320729722149e-01,3.649956672186509987e+00
2.361075721925652293e-01,7.892191674040565097e-01,3.997465514777753803e-01,3.342625397716525004e+00
2.428571428571428548e-01,8.313610398073343344e-01,3.686582033422388660e-01,3.423251340383141272e+00
2.655203696784914080e-01,7.990309769665256967e-01,4.212515822814634214e-01,3.009301990404887217e+00
2.352941176470588203e-01,8.052650063295583305e-01,3.687007665701144687e-01,3.422376276900622738e+00
2.716978534924177624e-01,8.090680470359564724e-01,3.924324716434994809e-01,2.977822741829408759e+00
2.863099572199092613e-01,8.481183488923055291e-01,4.257662728331472746e-01,2.962238397600967410e+00
2.998776259382083809e-01,8.113470426818841785e-01,4.612048183197487994e-01,2.705593790611998450e+00
3.005253761355540232e-01,8.215388216651471343e-01,4.185053373180316338e-01,2.733675379527972016e+00
2.794117647058823595e-01,8.090680470359564724e-01,4.162317174479032711e-01,2.895611957812896708e+00
3.137738479618212284e-01,8.298670045754432678e-01,4.838152529079587372e-01,2.644793407627834547e+00
2.999999999999999889e-01,8.461551016299333483e-01,4.570790761581706718e-01,2.820517005433111457e+00
2.855977389887698892e-01,8.177841325717166709e-01,4.297222715660622416e-01,2.863412488723775073e+00
2.857142857142856984e-01,8.145907599336595917e-01,4.351749470614237891e-01,2.851067659767808848e+00
2.645914644170346275e-01,7.946063914959050622e-01,3.903366785882419476e-01,3.003144463660739394e+00
2.120238864853839500e-01,8.428360070006850613e-01,3.231975540075164854e-01,3.975193649036268706e+00
2.714285714285714080e-01,8.389562035481578084e-01,3.963885101778764075e-01,3.090891276230055329e+00
2.570379650898929058e-01,8.093455660623058989e-01,3.981475542384295685e-01,3.148739392561159534e+00
3.005253761355540232e-01,7.890415204202987365e-01,4.185053373180316338e-01,2.625540413813162388e+00
2.427580781404544141e-01,8.674403899915424931e-01,3.721620057494621769e-01,3.573270956156032963e+00
2.857142857142856984e-01,7.781878530149868300e-01,4.649716836902658135e-01,2.723657485552454016e+00
2.734409234984525594e-01,8.261296946445761957e-01,4.393735004872832972e-01,3.021236485288754992e+00
2.645914644170346275e-01,7.993622230066463885e-01,4.182514508725914126e-01,3.021118707543548165e+00
2.921839772308742478e-01,8.219949365267864572e-01,3.991071086473274576e-01,2.813278620946667807e+00
2.801452297223660515e-01,8.113470426818841785e-01,4.139436874991486714e-01,2.896165833292817737e+00
2.645914644170346275e-01,7.729488397852206649e-01,3.888226044928813074e-01,2.921291665580492580e+00
2.717764326903580607e-01,8.175337063203489407e-01,3.935470675624361814e-01,3.008111108926748933e+00
2.713178520393313975e-01,8.100012368157144538e-01,4.415652545545845631e-01,2.985432881498314206e+00
2.722197876876774059e-01,7.739362736906136853e-01,3.958793292619131599e-01,2.843056635466061355e+00
2.947236639984320838e-01,8.544003745317531040e-01,4.367134957379490978e-01,2.898988031501598339e+00
2.714285714285714080e-01,8.052650063295583305e-01,4.381937133089925940e-01,2.966765812793109802e+00
3.063431961806135084e-01,8.130599435941255893e-01,4.301610387335068619e-01,2.654081937288277793e+00
2.120238864853839500e-01,7.689786071972835035e-01,3.246916618476784477e-01,3.626848936430064452e+00
2.792909902179809833e-01,8.023507686991840915e-01,4.162317174479032711e-01,2.872812932751484194e+00
2.584149263354154069e-01,8.013447529555388638e-01,3.711546319237876701e-01,3.101000256910142916e+00
3.055555555555555802e-01,8.194199579164831437e-01,4.637789015114841540e-01,2.681738044090308470e+00
2.794117647058823595e-01,8.257425682960314317e-01,4.113953587696625447e-01,2.955289191796322879e+00
2.655203696784914080e-01,7.973216726198831816e-01,4.298779021118556698e-01,3.002864426504564754e+00
2.864267945874413024e-01,7.973216726198831816e-01,4.372172991074053661e-01,2.783683955854466152e+00
2.645914644170346275e-01,8.376198495844181524e-01,4.182514508725914126e-01,3.165710018008016657e+00
2.794117647058823595e-01,8.055268360120156901e-01,4.162317174479032711e-01,2.882938149937740224e+00
3.094231897993784397e-01,8.322813873278122054e-01,4.408026495168815839e-01,2.689783489942821681e+00
2.804748854234327959e-01,8.215388216651471343e-01,4.109765690062945898e-01,2.929099410896880862e+00
